Customer ID,Current Base Fee,# of Users,SMS Reminders,Accounting Sync,Chemical Tracking,ePayments,L12M Revenue
884630,$50.00 ,4,N,Y,N,N,"$23,801.65 "
884690,$50.00 ,4,N,Y,N,N,"$439,133.22 "
885309,$30.00 ,5,N,Y,N,N,"$350,236.00 "
886169,$50.00 ,1,N,Y,N,N,"$483,865.80 "
886528,$50.00 ,17,N,Y,N,Y,"$135,537.04 "
887699,$50.00 ,1,Y,N,N,Y,"$193,559.00 "
887932,$50.00 ,5,N,Y,N,Y,"$51,977.57 "
890260,$30.00 ,4,N,N,N,Y,"$465,028.04 "
894849,$50.00 ,10,Y,Y,Y,N,"$370,513.54 "
895434,$30.00 ,1,N,Y,N,N,"$296,097.18 "
895541,$50.00 ,8,Y,N,N,N,"$149,140.74 "
895570,$30.00 ,8,N,N,Y,Y,"$246,757.01 "
895878,$50.00 ,1,N,Y,N,Y,"$104,669.92 "
897279,$30.00 ,1,Y,N,N,Y,"$460,407.28 "
897354,$50.00 ,1,N,Y,N,N,"$113,951.94 "
898589,$50.00 ,2,Y,Y,N,N,"$333,472.30 "
898732,$50.00 ,1,N,Y,N,N,"$91,207.43 "
899132,$50.00 ,6,N,Y,N,N,"$202,557.32 "
899343,$30.00 ,4,N,Y,N,Y,"$184,024.95 "
900065,$50.00 ,10,N,Y,N,N,"$429,906.81 "
901503,$50.00 ,4,N,Y,N,N,"$65,340.10 "
902092,$50.00 ,10,N,N,N,Y,"$228,494.45 "
902837,$30.00 ,2,N,Y,N,N,"$482,038.67 "
903637,$30.00 ,10,N,N,N,Y,"$434,876.35 "
903681,$50.00 ,1,Y,Y,Y,N,"$384,553.93 "
906081,$50.00 ,11,N,N,N,N,"$273,466.91 "
906487,$50.00 ,10,Y,Y,N,Y,"$485,010.33 "
908100,$50.00 ,11,N,N,N,N,"$437,366.35 "
908424,$50.00 ,1,N,Y,N,Y,"$359,883.70 "
908436,$50.00 ,10,N,Y,Y,N,"$377,800.03 "
912915,$50.00 ,10,N,N,N,N,"$416,749.66 "
913021,$50.00 ,1,N,Y,N,N,"$58,636.04 "
913310,$50.00 ,20,N,Y,N,Y,"$471,675.80 "
915740,$50.00 ,1,N,N,Y,N,"$235,607.81 "
915938,$50.00 ,2,Y,Y,N,Y,"$330,746.46 "
916074,$30.00 ,8,N,Y,N,N,"$126,942.14 "
916393,$50.00 ,2,N,Y,N,N,"$473,239.98 "
916417,$50.00 ,10,N,Y,N,Y,"$393,070.38 "
917366,$50.00 ,8,N,N,N,Y,"$236,007.18 "
918040,$50.00 ,2,N,N,N,Y,"$222,225.21 "
918303,$50.00 ,10,N,Y,N,Y,"$206,094.75 "
920893,$50.00 ,2,Y,N,N,Y,"$231,537.02 "
921643,$50.00 ,1,N,Y,N,N,"$378,714.54 "
922325,$50.00 ,2,N,N,N,N,"$44,924.32 "
922427,$50.00 ,10,Y,N,N,N,"$396,120.52 "
924040,$50.00 ,11,N,N,N,Y,"$362,482.81 "
924766,$50.00 ,17,N,Y,N,Y,"$450,183.08 "
925041,$50.00 ,10,Y,N,N,N,$354.72 
925589,$50.00 ,5,Y,Y,N,Y,"$257,311.04 "
929143,$50.00 ,5,Y,Y,N,Y,"$491,211.48 "
929285,$30.00 ,6,N,Y,N,N,"$364,430.81 "
929351,$50.00 ,1,Y,Y,Y,N,"$218,042.63 "
930750,$50.00 ,8,N,N,N,N,"$457,956.39 "
931683,$30.00 ,5,N,Y,N,Y,"$117,832.13 "
932722,$50.00 ,1,N,Y,N,Y,"$162,347.25 "
933423,$50.00 ,4,N,N,N,Y,"$377,325.30 "
934234,$50.00 ,8,N,Y,N,N,"$442,373.87 "
934271,$50.00 ,6,N,Y,N,Y,"$275,591.47 "
934273,$50.00 ,10,Y,Y,N,Y,"$392,848.14 "
934372,$50.00 ,2,Y,Y,N,N,"$61,085.71 "
936192,$50.00 ,14,N,Y,N,Y,"$106,031.39 "
938071,$50.00 ,5,Y,Y,N,Y,"$490,920.66 "
939185,$30.00 ,5,N,N,N,Y,"$411,493.19 "
941435,$30.00 ,2,N,Y,N,N,"$310,836.32 "
943328,$50.00 ,10,N,Y,N,Y,"$151,458.81 "
943956,$50.00 ,1,Y,N,N,N,"$172,050.72 "
944016,$50.00 ,8,N,Y,N,Y,"$407,012.60 "
944050,$50.00 ,8,N,Y,N,Y,"$204,091.69 "
946529,$50.00 ,2,N,Y,N,Y,"$325,483.16 "
947516,$30.00 ,6,N,N,N,N,"$265,493.44 "
948370,$50.00 ,10,N,N,N,Y,"$239,148.11 "
949020,$30.00 ,5,Y,Y,N,Y,"$16,377.29 "
949167,$30.00 ,10,Y,Y,Y,Y,"$2,897.00 "
957050,$50.00 ,2,Y,N,N,N,"$28,103.35 "
958255,$30.00 ,6,N,Y,N,N,"$197,809.31 "
958256,$50.00 ,2,N,Y,N,Y,"$365,382.49 "
958947,$50.00 ,4,N,N,N,N,"$493,246.96 "
959618,$50.00 ,11,N,Y,N,N,"$138,866.14 "
959986,$50.00 ,10,N,Y,Y,Y,"$43,178.07 "
961966,$50.00 ,4,N,Y,N,N,"$108,559.57 "
963150,$50.00 ,17,N,Y,N,N,"$148,443.59 "
966089,$50.00 ,11,N,Y,N,N,"$155,424.91 "
966155,$50.00 ,8,Y,Y,N,N,"$34,514.28 "
966633,$50.00 ,10,N,Y,N,Y,"$3,815.37 "
966921,$50.00 ,6,N,Y,N,Y,"$287,279.17 "
967101,$30.00 ,10,N,Y,N,Y,"$430,281.81 "
968311,$30.00 ,2,Y,Y,N,Y,"$109,624.14 "
968766,$50.00 ,2,Y,N,N,N,"$429,913.39 "
971144,$30.00 ,6,Y,Y,N,N,"$297,612.33 "
971957,$50.00 ,10,N,Y,N,Y,"$431,618.64 "
971984,$30.00 ,5,N,Y,Y,Y,"$360,041.93 "
971985,$50.00 ,2,N,N,N,N,"$26,399.86 "
973457,$50.00 ,3,N,N,N,N,"$181,596.18 "
973750,$50.00 ,1,Y,N,N,Y,"$157,877.46 "
975268,$50.00 ,10,Y,Y,N,Y,"$368,565.01 "
975312,$50.00 ,10,Y,Y,N,N,"$468,714.89 "
976050,$50.00 ,6,N,Y,N,N,"$169,156.51 "
976875,$50.00 ,1,N,N,N,Y,"$44,291.14 "
977490,$50.00 ,3,Y,Y,N,Y,"$312,635.46 "
979006,$50.00 ,10,N,N,N,N,"$435,143.12 "
979629,$30.00 ,4,Y,N,Y,Y,"$260,408.97 "
981420,$30.00 ,10,N,N,N,N,"$260,863.75 "
982199,$50.00 ,8,N,N,Y,Y,"$134,693.23 "
982749,$30.00 ,1,N,Y,N,Y,"$377,263.95 "
984696,$50.00 ,6,N,N,N,N,"$488,829.65 "
985553,$50.00 ,1,N,N,Y,N,"$39,321.23 "
986879,$50.00 ,3,N,Y,N,N,$317.65 
987303,$50.00 ,11,Y,N,Y,N,"$476,984.77 "
988732,$50.00 ,1,Y,N,N,Y,"$337,107.14 "
989255,$50.00 ,8,N,Y,N,N,"$303,344.34 "
989573,$50.00 ,10,N,Y,N,Y,"$182,249.03 "
989759,$30.00 ,10,Y,N,N,N,"$121,676.21 "
990387,$30.00 ,10,Y,Y,N,Y,"$301,990.07 "
994316,$50.00 ,2,Y,N,N,N,"$450,523.20 "
995850,$30.00 ,2,N,N,N,N,"$286,023.06 "
997761,$50.00 ,11,Y,N,Y,Y,"$319,449.03 "
998511,$50.00 ,1,Y,N,N,Y,"$449,916.17 "
